ORIGIN,DESTINATION,SAILING-PATH,SAILING-TIME(minutes),CLUSTERING-LABEL
KNOC-2-ORG,KNOC-2-DES,"[(129.389055, 35.525088333333336), (129.389055, 35.525088333333336), (129.389055, 35.525088333333336), (129.389055, 35.525088333333336), (129.389055, 35.525088333333336), (129.389055, 35.525088333333336), (129.389055, 35.525088333333336), (129.38905333333332, 35.525088333333336), (129.38905333333332, 35.525088333333336), (129.38905333333332, 35.525088333333336), (129.38905333333332, 35.525088333333336), (129.38905333333332, 35.52509), (129.38905, 35.52509166666667), (129.38905166666666, 35.52509166666667), (129.38905333333332, 35.525085), (129.38905666666668, 35.52507833333333), (129.38907, 35.525063333333335), (129.38908, 35.52505), (129.38908333333333, 35.525045), (129.38908666666666, 35.52504), (129.38908833333332, 35.525036666666665), (129.38908833333332, 35.525035), (129.38908833333332, 35.525035), (129.38909166666667, 35.52503333333333), (129.38909166666667, 35.52503333333333), (129.38909166666667, 35.52503333333333), (129.38909166666667, 35.52503333333333), (129.389085, 35.52503), (129.38908833333332, 35.52503), (129.38909333333334, 35.52502666666667), (129.389095, 35.52502166666667), (129.38909666666666, 35.52502166666667), (129.38909666666666, 35.52502166666667), (129.38909666666666, 35.52502166666667), (129.38909666666666, 35.52502166666667), (129.38909666666666, 35.52502166666667), (129.38909666666666, 35.52502166666667), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.389095, 35.52502), (129.389095, 35.52502), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.389095, 35.52502), (129.389095, 35.52502), (129.389095, 35.52502), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.38909666666666, 35.52502), (129.38909333333334, 35.52502833333333), (129.38909333333334, 35.52502833333333), (129.38909333333334, 35.52502833333333), (129.38909333333334, 35.52502833333333), (129.38909333333334, 35.52502833333333), (129.38909333333334, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502666666667), (129.389095, 35.52502666666667), (129.389095, 35.52502666666667), (129.38909666666666, 35.525025), (129.389095, 35.52502666666667), (129.38909666666666, 35.52502666666667), (129.38909666666666, 35.52502833333333), (129.38909666666666, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.389095, 35.52502833333333), (129.38909833333332, 35.52503), (129.38909333333334, 35.52502833333333), (129.38908666666666, 35.52502666666667), (129.389085, 35.52502666666667), (129.38909833333332, 35.52503166666666), (129.389085, 35.525025), (129.389075, 35.525016666666666), (129.389065, 35.52500833333333), (129.3890483333333, 35.524998333333336), (129.38903666666667, 35.52499), (129.3890033333333, 35.524968333333334), (129.38899166666667, 35.52496), (129.38897166666666, 35.52494166666666), (129.38896166666666, 35.52493166666667), (129.388955, 35.524921666666664), (129.38894833333333, 35.524905), (129.388945, 35.524883333333335), (129.38894, 35.52486), (129.38893, 35.52483), (129.38892333333334, 35.5248), (129.38892, 35.524773333333336), (129.38892166666668, 35.52474), (129.388925, 35.5247), (129.38893, 35.52466166666667), (129.38893833333333, 35.52461), (129.38894333333334, 35.52455), (129.38894833333333, 35.524496666666664), (129.38895166666666, 35.52442666666666), (129.38895333333335, 35.524366666666666), (129.38895333333335, 35.524305), (129.38896, 35.524231666666665), (129.38897166666666, 35.52415666666667), (129.38898333333333, 35.524095), (129.38900166666667, 35.52402), (129.38901333333334, 35.523955), (129.38902166666668, 35.52389), (129.38902833333333, 35.523808333333335), (129.38903333333334, 35.523716666666665), (129.389035, 35.52353333333333), (129.38904166666666, 35.52344333333333), (129.38905166666666, 35.52334833333333), (129.38906833333334, 35.52323), (129.38915833333334, 35.522865), (129.38918666666666, 35.52274666666667), (129.38921833333333, 35.522621666666666), (129.38939166666665, 35.521495), (129.389545, 35.520581666666665), (129.390805, 35.51502833333333), (129.39154333333337, 35.51124166666666), (129.392185, 35.507485), (129.392225, 35.50716333333333), (129.39312833333332, 35.50027333333333), (129.39334166666666, 35.49850166666667), (129.39361, 35.496653333333335), (129.39382666666666, 35.4952), (129.3946216666667, 35.490118333333335), (129.39468, 35.48975), (129.39473666666666, 35.48938), (129.395325, 35.48524666666667), (129.397435, 35.468606666666666)]",41,KNOC-2
KNOC-4-ORG,KNOC-4-DES,"[(129.38075, 35.517), (129.38073333333332, 35.51696666666667), (129.38075, 35.516983333333336), (129.3808, 35.517), (129.38083333333333, 35.517), (129.38086666666666, 35.51701666666666), (129.38091666666668, 35.517066666666665), (129.381, 35.51715), (129.38221666666666, 35.51728333333333), (129.38236666666666, 35.51723333333333), (129.38251666666667, 35.51723333333333), (129.38298333333333, 35.5173), (129.38325, 35.5173), (129.38376666666667, 35.51723333333333), (129.38411666666667, 35.51723333333333), (129.38463333333334, 35.51723333333333), (129.3851, 35.517183333333335), (129.38526666666667, 35.517133333333334), (129.38568333333333, 35.517116666666666), (129.38678333333334, 35.51685), (129.38701666666665, 35.516783333333336), (129.38755, 35.51658333333334), (129.38816666666668, 35.51635), (129.38965, 35.51533333333333), (129.3898, 35.51518333333333), (129.39003333333332, 35.514966666666666), (129.39113333333333, 35.51245), (129.39126666666667, 35.51176666666667), (129.39135, 35.5115), (129.39141666666666, 35.51123333333334), (129.39151666666666, 35.510533333333335), (129.39155, 35.510083333333334), (129.3919, 35.50768333333333), (129.3922, 35.505583333333334), (129.39226666666667, 35.505066666666664), (129.39278333333334, 35.5015)]",20,KNOC-4
KNOC-4-ORG,KNOC-4-DES,"[(129.37446833333334, 35.52297166666666), (129.374475, 35.522975), (129.37447, 35.522978333333334), (129.37447333333333, 35.522995), (129.37446166666666, 35.52305166666667), (129.374455, 35.52306166666666), (129.374445, 35.523073333333336), (129.37450166666667, 35.523255), (129.37461666666667, 35.52332), (129.37481, 35.523383333333335), (129.37485, 35.52339), (129.374915, 35.523395), (129.37496333333334, 35.52339), (129.37523, 35.52334333333334), (129.37556, 35.52332), (129.37566666666666, 35.523313333333334), (129.375755, 35.523305), (129.37584833333332, 35.523305), (129.375945, 35.52330333333333), (129.37613, 35.52329), (129.37634333333332, 35.523265), (129.37646, 35.523245), (129.37686, 35.52319333333333), (129.377035, 35.52317), (129.37721, 35.523145), (129.37740666666667, 35.52312666666667), (129.37789, 35.52306166666666), (129.378115, 35.523021666666665), (129.37839, 35.52296666666667), (129.38104666666666, 35.52231833333333), (129.38195833333333, 35.52207833333333), (129.38321666666667, 35.521715), (129.38391333333334, 35.521503333333335), (129.38421333333332, 35.521413333333335), (129.38457666666667, 35.521301666666666), (129.38491, 35.52120333333333), (129.38521666666668, 35.52111333333333), (129.38626166666666, 35.520805), (129.38693166666667, 35.52061166666667), (129.38722666666666, 35.52052833333333), (129.38755166666667, 35.52044166666666), (129.388495, 35.520118333333336), (129.39010166666668, 35.518728333333335), (129.39020833333333, 35.518316666666664), (129.39043166666667, 35.51717333333333), (129.39048666666667, 35.51692666666667), (129.390615, 35.51636833333333), (129.39066, 35.51612166666666), (129.390705, 35.51584166666667), (129.391215, 35.51284833333333), (129.39129833333334, 35.51247), (129.39141333333333, 35.512135), (129.39146, 35.51154833333333), (129.39142, 35.510995), (129.39148, 35.51056666666667), (129.39183666666668, 35.50826)]",26,KNOC-4
KNOC-2-ORG,KNOC-2-DES,"[(129.39206, 35.520515), (129.39207666666667, 35.52052166666667), (129.39208, 35.520518333333335), (129.39208, 35.52051), (129.39206166666668, 35.520513333333334), (129.39206, 35.52052333333334), (129.39205166666667, 35.520511666666664), (129.39204, 35.5205), (129.39203166666667, 35.52048666666666), (129.39198166666668, 35.52045666666667), (129.39194, 35.520426666666665), (129.39189666666667, 35.52007), (129.39191166666666, 35.519958333333335), (129.39191833333334, 35.51992333333333), (129.39192, 35.51965833333333), (129.391875, 35.51957), (129.39180666666667, 35.519376666666666), (129.39177333333333, 35.519268333333336), (129.39173333333332, 35.51906833333334), (129.39172666666667, 35.51900666666667), (129.39172666666667, 35.518945), (129.391725, 35.51887333333333), (129.39171833333333, 35.518546666666666), (129.391715, 35.51846666666667), (129.39165, 35.51719833333333), (129.39163833333333, 35.51663833333333), (129.39162833333333, 35.515906666666666), (129.39163166666663, 35.515388333333334), (129.391635, 35.51519833333333), (129.39162666666667, 35.51461333333334), (129.39162666666667, 35.51443), (129.39162833333333, 35.514225), (129.39161833333333, 35.51380833333333), (129.39161833333333, 35.513578333333335), (129.39162833333333, 35.51309666666667), (129.39163, 35.51285), (129.39161333333334, 35.512565), (129.39154, 35.512348333333335), (129.39157833333334, 35.51204833333333), (129.39172833333333, 35.51150333333333), (129.39169666666666, 35.511246666666665), (129.39171333333334, 35.510918333333336), (129.391735, 35.510648333333336), (129.39178666666666, 35.50974166666666), (129.391855, 35.50909166666667), (129.39216, 35.50597), (129.392355, 35.50405333333333), (129.39241833333332, 35.50345333333333), (129.392765, 35.50025), (129.393005, 35.498628333333336), (129.39331666666666, 35.496365), (129.39350333333334, 35.495045), (129.39427833333335, 35.489216666666664), (129.39441833333333, 35.488211666666665), (129.39852666666667, 35.463125)]",38,KNOC-2
KNOC-2-ORG,KNOC-2-DES,"[(129.388825, 35.52505333333333), (129.388825, 35.52505166666667), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505), (129.388825, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882666666666, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505), (129.38882833333332, 35.52505), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38883, 35.52505166666667), (129.38883, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38883, 35.52505166666667), (129.38883, 35.52505166666667), (129.38883, 35.52505166666667), (129.38883, 35.52505166666667), (129.38882833333332, 35.52505166666667), (129.38883833333333, 35.525038333333335), (129.388845, 35.52503), (129.38884666666667, 35.52503166666666), (129.38884166666668, 35.52503166666666), (129.38878833333334, 35.52503166666666), (129.38869666666668, 35.525043333333336), (129.38868166666666, 35.52504166666667), (129.388595, 35.52502), (129.38857833333333, 35.525013333333334), (129.38854166666667, 35.52498), (129.38852666666668, 35.524923333333334), (129.38850333333335, 35.524856666666665), (129.38845833333335, 35.524791666666665), (129.38837333333333, 35.52466166666667), (129.388325, 35.52438333333333), (129.38833, 35.52431833333333), (129.38833666666667, 35.524253333333334), (129.38834333333332, 35.524181666666664), (129.38836833333335, 35.523936666666664), (129.388375, 35.523835), (129.38838833333332, 35.523225), (129.38849, 35.52269833333333), (129.38852833333334, 35.522576666666666), (129.38873166666667, 35.521995), (129.38878333333332, 35.521855), (129.38902166666668, 35.52119), (129.38913166666666, 35.52088333333333), (129.38918333333334, 35.52074833333333), (129.38931666666667, 35.520425), (129.38945, 35.5201), (129.38957666666667, 35.519778333333335), (129.389645, 35.51958833333333), (129.389705, 35.51941166666667), (129.38985333333332, 35.518881666666665), (129.38994, 35.518478333333334), (129.39018166666668, 35.51703333333333), (129.39021333333332, 35.516841666666664), (129.39028333333334, 35.51642833333333), (129.39080333333334, 35.513576666666665), (129.39095833333334, 35.51275833333333), (129.39121333333333, 35.51135166666667), (129.39126, 35.511095), (129.39130833333334, 35.51083666666667), (129.391365, 35.51051666666667), (129.39147, 35.50993), (129.39187833333332, 35.50682), (129.39272833333334, 35.500456666666665), (129.39297333333334, 35.498576666666665), (129.39336166666666, 35.495955), (129.39418, 35.491375), (129.39445333333333, 35.48961666666667)]",44,KNOC-2
KNOC-4-ORG,KNOC-4-DES,"[(129.3808533333333, 35.51715166666666), (129.38082, 35.51719333333333), (129.38083833333334, 35.51723666666667), (129.38275833333333, 35.517896666666665), (129.38280333333333, 35.517895), (129.38287, 35.517898333333335), (129.38293833333333, 35.517898333333335), (129.38301166666668, 35.51794666666667), (129.383055, 35.51798), (129.38309666666666, 35.518015), (129.38359666666668, 35.518145), (129.3846366666667, 35.51824833333333), (129.3848, 35.518253333333334), (129.38536833333333, 35.518235), (129.38705166666668, 35.517873333333334), (129.38747, 35.517691666666664), (129.38790833333334, 35.51744), (129.38812, 35.517293333333335), (129.390285, 35.51517666666667), (129.39110166666666, 35.51350166666667), (129.391465, 35.51074166666667), (129.39604666666668, 35.48249666666667)]",44,KNOC-4
KNOC-1-ORG,KNOC-1-DES,"[(129.37558166666668, 35.520093333333335), (129.375585, 35.520093333333335), (129.37559, 35.520093333333335), (129.37559666666667, 35.520091666666666), (129.37560833333333, 35.520086666666664), (129.37562333333332, 35.52008333333333), (129.37563166666666, 35.52008166666667), (129.37563166666666, 35.52008166666667), (129.37562833333334, 35.52008333333333), (129.37562, 35.520086666666664), (129.37560833333333, 35.520091666666666), (129.37559833333333, 35.520095), (129.37559666666667, 35.520095), (129.37559833333333, 35.520095), (129.37560166666665, 35.520093333333335), (129.37560833333333, 35.520091666666666), (129.37562333333332, 35.52008333333333), (129.37563166666666, 35.52008), (129.37565333333333, 35.520066666666665), (129.375665, 35.52006), (129.375695, 35.520041666666664), (129.37570833333334, 35.520035), (129.37574666666666, 35.520015), (129.375765, 35.52000666666667), (129.375785, 35.519998333333334), (129.37583, 35.519985), (129.375885, 35.51996833333333), (129.37591166666667, 35.51996166666667), (129.37594, 35.51995333333333), (129.37597166666666, 35.519945), (129.37602666666666, 35.519931666666665), (129.37605666666667, 35.51992666666667), (129.37608333333333, 35.51992166666667), (129.37611166666667, 35.51991666666667), (129.37614666666667, 35.51990833333333), (129.37617833333334, 35.51990333333333), (129.37622, 35.519895), (129.37625833333334, 35.519891666666666), (129.37629333333334, 35.519886666666665), (129.37633, 35.51988166666667), (129.376405, 35.51987833333333), (129.376475, 35.519875), (129.37652333333332, 35.51987333333334), (129.376545, 35.51987333333334), (129.37658666666667, 35.519875), (129.3766, 35.519875), (129.37668333333335, 35.51987666666667), (129.37674666666666, 35.51987833333333), (129.37678, 35.51987833333333), (129.376825, 35.51988166666667), (129.37683666666666, 35.51988166666667), (129.37685333333334, 35.51988166666667), (129.3769, 35.519885), (129.376915, 35.519885), (129.37695166666666, 35.519885), (129.37696666666668, 35.519885), (129.37697833333334, 35.51988333333333), (129.377, 35.51988166666667), (129.37706666666668, 35.51985833333333), (129.37710666666666, 35.51983333333333), (129.37717666666666, 35.51977333333333), (129.37728166666668, 35.51969166666667), (129.377365, 35.519645), (129.37739333333334, 35.51963), (129.37743833333334, 35.51961), (129.37752, 35.519576666666666), (129.37757333333334, 35.519558333333336), (129.37763833333332, 35.51953833333334), (129.37770666666665, 35.51952166666667), (129.377745, 35.51951), (129.37780333333333, 35.519495), (129.37786333333332, 35.51947833333333), (129.37794666666667, 35.51945833333333), (129.37832166666666, 35.51936), (129.37858333333332, 35.51930333333333), (129.37880333333334, 35.51925833333333), (129.3789, 35.519235), (129.37902, 35.51920666666667), (129.379335, 35.519125), (129.37943666666666, 35.51909833333333), (129.379685, 35.51904), (129.37977833333332, 35.51902166666667), (129.37991833333334, 35.518993333333334), (129.38002666666668, 35.518975), (129.380135, 35.518955), (129.38027, 35.51893), (129.38040833333332, 35.518905), (129.38050833333332, 35.51888833333334), (129.38066333333333, 35.518861666666666), (129.38078166666668, 35.518843333333336), (129.38104666666666, 35.51880333333333), (129.381195, 35.51878), (129.38133166666665, 35.51875666666667), (129.38146833333334, 35.51873333333333), (129.38159166666668, 35.51871), (129.381715, 35.51868666666667), (129.381865, 35.518658333333335), (129.38240666666667, 35.51854), (129.3825316666667, 35.51851333333333), (129.38267, 35.518483333333336), (129.38283833333332, 35.51844666666667), (129.38297833333334, 35.51841666666667), (129.38311833333333, 35.518385), (129.38336666666666, 35.518325), (129.38367833333334, 35.518251666666664), (129.38397, 35.51819), (129.38410333333334, 35.518165), (129.38423666666668, 35.51814), (129.38438833333333, 35.51811333333333), (129.38457166666666, 35.51808333333334), (129.384725, 35.518058333333336), (129.38502, 35.51801833333333), (129.38516333333334, 35.51799833333333), (129.38532333333333, 35.51797666666667), (129.38551666666666, 35.51795166666667), (129.38568, 35.51793333333333), (129.38584333333333, 35.517915), (129.38599333333335, 35.51790166666667), (129.38614166666667, 35.51788333333333), (129.38630833333335, 35.51786166666667), (129.38649, 35.517835), (129.386675, 35.517805), (129.38699333333332, 35.517736666666664), (129.38714666666667, 35.517698333333335), (129.38728333333333, 35.51766), (129.387335, 35.517645), (129.38762666666668, 35.51754666666667), (129.38801833333332, 35.517375), (129.38813166666668, 35.517311666666664), (129.388165, 35.517293333333335), (129.38823, 35.517253333333336), (129.38933833333334, 35.516275), (129.38943333333333, 35.51616), (129.389805, 35.515645), (129.38987666666668, 35.51553), (129.39025166666667, 35.51483666666667), (129.39045, 35.51439666666667), (129.39100666666667, 35.51154666666667), (129.39126833333333, 35.510081666666665), (129.39503, 35.488056666666665), (129.39566833333333, 35.48347), (129.39618833333333, 35.480713333333334)]",41,KNOC-1
KNOC-3-ORG,KNOC-3-DES,"[(129.38086833333332, 35.517113333333334), (129.38086666666666, 35.517111666666665), (129.38086666666666, 35.517111666666665), (129.38086833333332, 35.517111666666665), (129.38087, 35.517111666666665), (129.38087, 35.51711), (129.38087166666668, 35.51711), (129.380875, 35.517111666666665), (129.3808766666667, 35.517111666666665), (129.38088, 35.517113333333334), (129.38088333333334, 35.517115), (129.38088333333334, 35.517116666666666), (129.38087833333333, 35.517115), (129.38087, 35.51711), (129.38087166666668, 35.51711), (129.38087333333334, 35.517111666666665), (129.38086, 35.517111666666665), (129.38084666666666, 35.517111666666665), (129.38081833333334, 35.517118333333336), (129.380815, 35.51712), (129.38081166666666, 35.51712166666667), (129.38081, 35.51712166666667), (129.380805, 35.517118333333336), (129.38080333333335, 35.51713), (129.3808083333333, 35.51714166666667), (129.380815, 35.51715333333333), (129.38082833333334, 35.51716833333333), (129.38091333333332, 35.51719166666667), (129.380975, 35.51721166666667), (129.38101666666665, 35.517336666666665), (129.38107166666666, 35.517448333333334), (129.38109833333334, 35.517473333333335), (129.38121, 35.51755333333333), (129.38125666666667, 35.517581666666665), (129.38135, 35.51761666666667), (129.38161333333332, 35.517693333333334), (129.381695, 35.517715), (129.38177, 35.51772666666667), (129.381845, 35.51773166666667), (129.38192, 35.51772833333333), (129.382, 35.517725), (129.38207833333334, 35.51772166666667), (129.382165, 35.517715), (129.38224666666667, 35.51770833333333), (129.38232833333333, 35.5177), (129.3824, 35.517693333333334), (129.38256333333334, 35.51769), (129.38265166666667, 35.51768833333333), (129.382735, 35.51768666666667), (129.38281666666666, 35.51768166666667), (129.38324833333334, 35.517625), (129.38333333333333, 35.51761166666667), (129.38341333333332, 35.517603333333334), (129.383605, 35.517595), (129.383705, 35.517588333333336), (129.38410166666668, 35.517563333333335), (129.38416333333333, 35.51757), (129.38423333333333, 35.517581666666665), (129.38432833333334, 35.517601666666664), (129.384415, 35.51762), (129.38466166666666, 35.517653333333335), (129.38527333333334, 35.51766333333333), (129.38545, 35.517651666666666), (129.38561833333333, 35.51763666666667), (129.385815, 35.51761166666667), (129.38597666666666, 35.517588333333336), (129.38630833333335, 35.51752666666667), (129.38639166666667, 35.51750666666667), (129.386525, 35.51747666666667), (129.386675, 35.517435), (129.38688166666665, 35.517365), (129.387245, 35.517235), (129.38746, 35.51714333333334), (129.38761, 35.517075), (129.38765333333333, 35.51705166666667), (129.38776, 35.516996666666664), (129.38797166666666, 35.51688166666667), (129.38815666666667, 35.51676833333333), (129.38824, 35.51671666666667), (129.38842166666666, 35.516596666666665), (129.38852, 35.51652833333333), (129.38884, 35.51630166666666), (129.38888, 35.51627), (129.38897333333333, 35.516191666666664), (129.38933166666666, 35.51585333333333), (129.38957166666663, 35.515568333333334), (129.38967166666666, 35.515425), (129.38982, 35.51519), (129.38990833333332, 35.515033333333335), (129.38993333333335, 35.514988333333335), (129.39020166666666, 35.514425), (129.39027, 35.51425166666667), (129.39042, 35.51381833333333), (129.39068833333334, 35.513083333333334), (129.391075, 35.512051666666665), (129.391255, 35.511515), (129.39461333333333, 35.478805)]",36,KNOC-3
KNOC-5-ORG,KNOC-5-DES,"[(129.3827333333333, 35.51683333333333), (129.3827, 35.516816666666664), (129.3827, 35.5168), (129.38268333333335, 35.516783333333336), (129.3827, 35.516783333333336), (129.3827333333333, 35.516816666666664), (129.3827333333333, 35.516816666666664), (129.3827333333333, 35.51683333333333), (129.38271666666665, 35.516866666666665), (129.38268333333335, 35.51691666666667), (129.3826666666667, 35.51695), (129.38268333333335, 35.51696666666667), (129.3827333333333, 35.51703333333333), (129.38275, 35.517066666666665), (129.38281666666666, 35.5171), (129.3829, 35.51715), (129.3832, 35.5173), (129.38335, 35.51735), (129.38345, 35.517383333333335), (129.38351666666668, 35.51743333333334), (129.38361666666663, 35.517466666666664), (129.38371666666666, 35.517516666666666), (129.38378333333333, 35.51753333333333), (129.38388333333333, 35.51756666666667), (129.38396666666668, 35.517583333333334), (129.38405, 35.5176), (129.38425, 35.51766666666666), (129.38441666666668, 35.51773333333333), (129.38461666666666, 35.51781666666667), (129.38471666666666, 35.51785), (129.38493333333332, 35.51795), (129.38503333333333, 35.51798333333333), (129.38516666666666, 35.518033333333335), (129.38528333333332, 35.51808333333334), (129.38541666666666, 35.51813333333333), (129.38555, 35.518166666666666), (129.38566666666668, 35.5182), (129.3861, 35.518283333333336), (129.3864, 35.51835), (129.38653333333335, 35.51838333333333), (129.38666666666666, 35.5184), (129.38698333333335, 35.518433333333334), (129.3871, 35.51845), (129.38726666666668, 35.51846666666667), (129.38756666666666, 35.518483333333336), (129.38763333333333, 35.518483333333336), (129.38773333333333, 35.518483333333336), (129.38783333333333, 35.5185), (129.38818333333333, 35.51846666666667), (129.38846666666666, 35.51838333333333), (129.38858333333334, 35.51833333333333), (129.3887, 35.518283333333336), (129.3887333333333, 35.51826666666667), (129.3889, 35.51818333333333), (129.38921666666667, 35.517916666666665), (129.38938333333334, 35.517716666666665), (129.38961666666663, 35.51723333333333), (129.3897, 35.517066666666665), (129.38978333333333, 35.51691666666667), (129.38986666666668, 35.516733333333335), (129.39003333333332, 35.5164), (129.39046666666667, 35.515283333333336), (129.3906, 35.51466666666666), (129.39068333333333, 35.51401666666667), (129.39071666666666, 35.51375), (129.39085, 35.5128), (129.39086666666665, 35.512566666666665), (129.39105, 35.51168333333333), (129.39111666666668, 35.511466666666664), (129.39113333333333, 35.51125), (129.39116666666666, 35.511), (129.39121666666668, 35.51068333333333), (129.39135, 35.5098), (129.39143333333334, 35.50918333333333), (129.3916, 35.50788333333333), (129.39163333333337, 35.50756666666667), (129.39168333333333, 35.507266666666666), (129.39173333333332, 35.50691666666667), (129.39201666666668, 35.50481666666666), (129.39245, 35.50203333333334), (129.3925166666667, 35.5016), (129.39256666666665, 35.50128333333333), (129.39261666666667, 35.500933333333336), (129.3927, 35.50053333333334), (129.39275, 35.5002), (129.3928, 35.499833333333335), (129.39298333333332, 35.498666666666665), (129.3931, 35.4979), (129.39315, 35.49751666666667), (129.39326666666668, 35.49668333333333), (129.39411666666666, 35.4917), (129.3945, 35.48936666666667), (129.39456666666666, 35.488933333333335), (129.39461666666668, 35.48858333333333), (129.39468333333335, 35.48823333333333), (129.3947333333333, 35.4878), (129.39481666666666, 35.4874), (129.39513333333332, 35.4854), (129.3952, 35.48501666666667), (129.39525, 35.48465), (129.39531666666667, 35.48421666666667), (129.39711666666668, 35.47315), (129.39726666666667, 35.47193333333333), (129.39733333333334, 35.47153333333333), (129.3976, 35.469966666666664), (129.39766666666668, 35.469516666666664), (129.3981, 35.4675), (129.39846666666668, 35.46535), (129.4016, 35.45805)]",42,KNOC-5
KNOC-7-ORG,KNOC-7-DES,"[(129.39139833333334, 35.481741666666665), (129.3914, 35.48174), (129.3914, 35.48173833333333), (129.3914, 35.48173666666667), (129.3914, 35.48173666666667), (129.3914, 35.48173833333333), (129.39139833333334, 35.481741666666665), (129.3914, 35.481743333333334), (129.3914, 35.481741666666665), (129.39140333333333, 35.48173833333333), (129.391405, 35.481735), (129.391405, 35.48173333333333), (129.39140666666663, 35.48172666666667), (129.39140666666663, 35.481725), (129.391415, 35.481725), (129.39142833333332, 35.481723333333335), (129.39145166666663, 35.481728333333336), (129.39145666666667, 35.481735), (129.39147166666666, 35.481745), (129.391495, 35.481768333333335), (129.39156833333334, 35.481795), (129.39159333333333, 35.481786666666665), (129.39162333333334, 35.48177), (129.39166, 35.48173833333333), (129.39219166666666, 35.48117333333333), (129.39240333333333, 35.48079833333333), (129.39250833333332, 35.480518333333336), (129.39390833333334, 35.47692166666667), (129.39405666666667, 35.476303333333334), (129.39407833333334, 35.47618666666666), (129.39410833333332, 35.47604333333334), (129.39437166666667, 35.47504333333333), (129.39501, 35.472825), (129.39535166666667, 35.471716666666666), (129.398795, 35.461635), (129.40602, 35.44694333333333)]",30,KNOC-7
